post_id,label,target,text,prefix,suffix
18452027_gab,hatespeech,African,average white iq <number> average asian iq <number> average african iq <number> nigger they are of inferior stock as they would say in the old days why you would mix with a spic unless this is some kind of pillaging operation is beyond me,average white iq <number> average asian iq <number> average african iq <number> nigger they are of inferior stock as they would say,in the old days why you would mix with a spic unless this is some kind of pillaging operation is beyond me
1179040376042266630_twitter,hatespeech,African,sometimes you wanna hit the girl you like up but then you remember so many niggers already doing that then you just be like hell naah 🙁,sometimes you wanna hit the girl you like up but then you remember,so many niggers already doing that then you just be like hell naah 🙁
16123875_gab,hatespeech,Jewish,instant mute and creeping my tl total kike behavior,instant mute and creeping,my tl total kike behavior
23331134_gab,hatespeech,African,al iaquinta remember this name this ravioli nigglet is winning this belt,al iaquinta remember this name this,ravioli nigglet is winning this belt
1180865_gab,hatespeech,African,gab fam leaky weiner speak freely if you dont think nigger obama will pardon that crooked old lady you are kidding yourself classifiedinfomatters,gab fam leaky weiner speak freely if you dont think nigger,obama will pardon that crooked old lady you are kidding yourself classifiedinfomatters
23208708_gab,hatespeech,Jewish,nazi is a kike jew term invented by an inbred schizoid kike rat they were called national socialists <number> gorillion were not gassed but should have been the world would be a much better place,nazi is a kike jew term invented by an inbred schizoid kike rat they were called national,socialists <number> gorillion were not gassed but should have been the world would be a much better place
11989691_gab,hatespeech,Islam,while leftie morons suck fascist moslem cock oh the irony of such hypocrites,while leftie morons suck fascist moslem,cock oh the irony of such hypocrites
18452832_gab,hatespeech,Islam,i know they are trying to commit white genocide but is not the f ing jews but the f ing muslimes that want to kill christians and jews and atheists and hindu and budhists or submit them to their psycho cult what part of kill do not you understand,i know they are trying to commit white genocide but is not the f ing jews but the f ing muslimes that want to,kill christians and jews and atheists and hindu and budhists or submit them to their psycho cult what part of kill do not you understand
15813856_gab,hatespeech,African,i got thrown out of some fancy hotel on hollywood blvd a few minutes ago because i told the valet nigger where he could put his feelings about my attitude all in all a successful evening although i am sure my wife will disagree when she gets home,i got thrown out of some fancy hotel on hollywood blvd a few minutes ago because i told the valet nigger where he could,put his feelings about my attitude all in all a successful evening although i am sure my wife will disagree when she gets home
10938753_gab,hatespeech,African,when i was like <number> i used a stick to wipe a wet dog turd on a little toddler nigger girl and we laughed so hard omg 😹 😹 😹,when i was like <number> i used a stick to wipe a wet dog turd,on a little toddler nigger girl and we laughed so hard omg 😹 😹 😹
27698974_gab,hatespeech,Arab,of course this muzrat actually looks like a rat is trying to cause trouble the brexit marchers will be blamed for the trouble and then a ban will be put on any future brexit or free tommy marches,of course this muzrat actually looks like a rat is trying to cause trouble the brexit marchers will be,blamed for the trouble and then a ban will be put on any future brexit or free tommy marches
1178739925073747974_twitter,hatespeech,African,<user> you mean the wypepo dindu nuffin damn,<user> you mean the,wypepo dindu nuffin damn
1927923_gab,hatespeech,African,cant wait to form a rightwingdeathsquad ™ with a few mates and lynch some obnoxious sheboons this black friday,cant wait to form a rightwingdeathsquad ™ with a,few mates and lynch some obnoxious sheboons this black friday
19465121_gab,hatespeech,Asian,you can see the gook genes,you can see,the gook genes
20492081_gab,hatespeech,African,god dam these nigger biches ugly ass fuck,god dam these nigger,biches ugly ass fuck
1177971370896039936_twitter,hatespeech,African,niggers should suck white dick them faggots,niggers should suck,white dick them faggots
24416711_gab,hatespeech,Jewish,<number> and me is a kike company they started to see how the agenda is going,<number> and me is a kike company they,started to see how the agenda is going
