ID	target	implied_statement
927240983099723776	non-white people	non-white people are undesirable
622539048125468672	Black people	Black people are inferior to white people
924318401622953984	Minorities	Minorities exclude whites
779840211941466112	Leftists	Leftists are substandard human beings
923713893544972294	Minorities	Minorities are prejudiced against whites
1654415140327424	Jews	Jews ruin America.
410858089001144320	Blacks	Blacks are violent and aggressive.
211158042836860928	Jews	Jews hate all non-jews.
739646200408858628	Immigrants	Immigrants are taking over power
873735275305984001	whites	violence against whites
900819528640335873	Blacks	Blacks are inferior
657569882251403264	White conservatives	White conservatives are dishonest and manipulative.
864897724222763008	Democrats	Democrats are racist and against white people
632580457268293632	jews	Jews are controlling and liars
742462864410214402	Illegals	Illegals are substandard
505251737272197120	Blacks	Blacks cannot handle responsibility.
514263632184885249	Germans	Germans are victimized.
654095533565472768	non-whites	Non-whites hate white people.
537088370024153088	White people	White people are evil
924313896546058241	Whites	Whites are stupid
846804703254073344	People of color	People of color what white people to go away and take over America
896803852061519872	white people	White people are sensitive.
831151766402068480	non-white people	non-white people are enemies
820388676521828358	Secularists	Secularists are stupid
595294162343321600	Minorities	"Minorities are waging a ""race war"" against whites"
672817227675013120	Muslims	Muslims want to control the world.
923178457395286016	white people	White people want to push their agendas.
405135764666978304	white farmers	White farmers contributed to the economy.
847637101638148096	white people	white people exclude others
921109588090540033	Jews	Jews are inferior
556893825218531328	Muslims	Muslims want to conquer the white race
726138012313227264	mexican people	mexican people are trying to take over california.
627264066403184640	Jews	Jews are a substandard race.
890576802179166208	Democrats	Democrats lie to blacks for their vote
928351159974289408	non-white people	non-white people are incompatible with European culture
901104674497060864	Progressives	Progressives oppress southern whites
829368269664636930	White People	White community is identified with sodomy
797070138822508545	White people, Black People	White people and Black people can't co-exist in the same place without fighting
589782916307275777	Christians	Christians are opposed to gays.
938695496926941184	Liberals	Liberals are ignorant
902758171793608704	white people	White people should be saved.
914578887841107968	white people	White people need to beat the Asians.
898346781380968448	Minorities	Minorities are inferior
940799588537159681	Jews	Jews are manipulative
946305475993325568	whites	anti-white
673964261400567808	Jews	Jews hate white people.
715308966360776704	arabs	Arabs are racists.
870243698491088896	Minorities	Minorities are lesser than whites.
621439251134193665	Hindus	Hindus are lowly people.
721662213342289920	Jews	Jews are not held accountable.
900032942549815296	Muslims	Muslims are bad.
823352544504135680	Whites	Whites are separatist
922063924333121536	non-white people	non-white people dilute the gene pool
711439552544690176	non-white people	non-white people dilute the white gene pool
591015977996910592	Black people	Black people are violent and want to kill white people
395068088573390848	Minorities	Minorities are killing off whites
941042820454010883	Middle easterners	Middle Easterners are liars.
940498972736737280	Whites	whites are held to a different standard than blacks
438423157893259264	Immigrants	Immigrants are overrunning America.
891708589747949574	Muslims	Muslims preach murder and killing.
893095630196711424	white people	White people are racist.
897196423342690304	white people	White people are rich.
943486585164783617	Muslims	Muslims are inferior
903458708386144256	Antifa	Antifa are terrorists.
844308085548224512	Atheists	Atheists are feeble and weak
282817053151338496	Minorities	Minorities are inferior races
568219353448988672	Planned parenthood	Planned parenthood are killers.
840719744495976448	Minorities	Minorities are liars.
825282133828714496	normal folks	normal folks are declining
822569004120342531	White people	White people are racist
899327967939010560	Democrats	Democrats are trying to re-write history.
789533290185101312	white people	White people are beautiful.
894253650574532609	Minorities	Minorities exclude whites
898643213879099392	Minorities	Minorities are inferior.
207929223279681536	black people	Black people like Jews.
853488913729507330	Leftists	Leftists are opposed to white culture
447121945641771008	Minority immigrants	Minority immigrants are vicious and brutal
899785842692157440	non-white people	non-white people are inferior
715306050581315584	Africans	Africans are killing Europe.
878307803454099456	Progressives	Progressives have destroyed family values
865733055595421696	Immigrants	Immigrants cost the US too much money
574733901454786561	Gays	Gays are manipulative and sneaky.
765131124997779456	white people	White people are oppressed.
667405224684818432	Jews	Jews are responsible for white genocide
891380389872316416	Minorities	Minorities are dangerous.
782785470526738432	Minorities	Minorities are the inferior peoples.
921046968008429568	Minorities	Minorities hold double standards for whites
33031634957639681	white people	White people get in trouble for black crimes.
847914305370673152	Liberals	Liberals are weak-minded
905129397132435457	white people	There are too many white people.
894604526346489857	Latinos	Latinos are a substandard people.
312368079789244416	Gays	Gays are second class citizens.
665452543703711749	Muslims	Muslims are terrorists.
551110655772590080	Whites	Whites have special privilege.
639104096084066305	Black people	Black people are violent
654911222366646272	Jews	Jews don't like non-whites.
679888507427532800	white people	White people are angry.
925511442220158976	white people	White people help states.
925794833431535616	Minorities	Minorities treat women with disrespect.
913351249503780864	Immigrants	Immigrants are invaders
921870752428756993	white people	White people contribute a lot.
394949244383428609	Progressives	Progressives are dishonest
921075848299638784	Minorities	Minorities are incompetent
